City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,kapa'a,22.0752,-159.319,27.18,82,0,4.63,US,1724868525
364,georgetown,5.4112,100.3354,26.96,87,40,2.68,MY,1724868369
365,kuragino,53.8975,92.6725,12.06,89,40,1.01,RU,1724868527
366,arkhangel'sk,64.5401,40.5433,13.06,76,20,2.0,RU,1724868528
367,qarazhal,48.0078,70.7903,17.9,41,46,7.43,KZ,1724868529
368,myeik,12.4333,98.6,26.44,87,100,7.64,MM,1724868531
369,kitui,-1.367,38.0106,21.13,71,85,4.49,KE,1724868532
370,zalingei,12.9096,23.4741,23.52,80,99,3.44,SD,1724868533
371,sarina,-21.4333,149.2167,19.04,1,32,1.0,AU,1724868534
372,pampa del indio,-26.0647,-59.919,27.04,25,79,1.98,AR,1724868535
373,vila velha,-20.3297,-40.2925,22.97,78,40,3.6,BR,1724868537
374,zhangjiagang,31.865,120.5389,25.54,92,0,2.61,CN,1724868538
375,sabang,5.8933,95.3214,28.77,74,100,9.51,ID,1724868539
376,enewetak,11.3474,162.3373,28.66,75,99,4.73,MH,1724868540
377,fortuna,40.5982,-124.1573,19.51,77,0,0.0,US,1724868541
378,aguilas,37.4063,-1.5829,27.65,64,11,2.79,ES,1724868543
379,maitum,6.0392,124.4986,25.75,86,93,1.81,PH,1724868545
380,san juan bautista,-14.0108,-75.7358,28.45,28,51,3.61,PE,1724868546
381,hede,33.7681,120.2517,24.78,96,0,2.59,CN,1724868547
382,tocopilla,-22.092,-70.1979,17.66,71,7,4.18,CL,1724868548
383,boma,11.7117,4.2472,26.67,83,88,3.12,NG,1724868550
384,barabai,-2.5833,115.3833,22.07,94,77,0.68,ID,1724868551
385,kirensk,57.7853,108.1119,10.85,98,84,1.44,RU,1724868552
386,uturoa,-16.7333,-151.4333,26.85,76,85,5.1,PF,1724868537
387,bengkulu,-3.8004,102.2655,24.63,88,100,3.87,ID,1724868554
388,nova sintra,14.8667,-24.7167,27.23,76,62,2.74,CV,1724868555
389,toliara,-23.35,43.6667,22.48,82,0,1.81,MG,1724868557
390,cole harbour,44.6724,-63.4751,18.31,94,100,5.14,CA,1724868558
391,djamaa,33.5339,5.9931,34.08,22,27,2.36,DZ,1724868559
392,arauca,7.0847,-70.7591,22.0,100,100,1.54,CO,1724868483
393,vakarai,55.6035,23.8213,16.1,69,6,3.02,LT,1724868561
394,mount isa,-20.7333,139.5,11.87,62,100,0.51,AU,1724868563
395,nikolayevsk-on-amure,53.1406,140.73,16.17,94,53,1.9,RU,1724868564
396,chiredzi,-21.05,31.6667,26.27,13,0,2.24,ZW,1724868565
397,hovd,48.0056,91.6419,17.54,32,12,0.82,MN,1724868567
398,longboat key,27.4125,-82.659,34.51,58,40,2.06,US,1724868548
399,inderbor,48.55,51.7833,24.94,26,0,3.78,KZ,1724868569
400,chernolesskoye,44.7156,43.7133,24.19,51,33,7.45,RU,1724868570
401,pindushi,62.9152,34.58,15.46,71,100,2.3,RU,1724868571
402,khuzdar,27.7384,66.6434,24.2,72,100,1.74,PK,1724868573
403,burabay,53.0838,70.3138,13.15,72,12,1.99,KZ,1724868574
404,nguigmi,14.2495,13.1092,33.82,42,86,3.33,NE,1724868575
405,metsemotlhaba,-24.5514,25.8031,20.61,10,0,4.11,BW,1724868576
406,miasskoye,55.2784,61.8905,19.49,82,84,5.1,RU,1724868577
407,tsiombe,-25.3,45.4833,22.11,68,0,1.77,MG,1724868580
408,brookings,44.3114,-96.7984,26.92,74,0,6.17,US,1724868331
409,choix,26.7092,-108.3219,34.89,38,0,1.93,MX,1724868582
410,sola,-13.8833,167.55,25.4,65,100,9.64,VU,1724868583
411,horta,38.5333,-28.6333,26.8,72,40,2.68,PT,1724868585
412,akrehamn,59.2667,5.1833,19.14,68,40,5.66,NO,1724868586
413,tolanaro,-25.0319,46.9987,21.43,76,0,7.72,MG,1724868587
414,coquimbo,-29.9533,-71.3436,13.32,73,100,3.6,CL,1724868588
415,thunder bay,48.4001,-89.3168,15.76,70,100,4.19,CA,1724868505
416,masterton,-40.9597,175.6575,10.65,77,83,3.68,NZ,1724868591
417,rosario do sul,-30.2583,-54.9142,19.13,63,20,5.45,BR,1724868592
418,vrede,-27.4257,29.1659,11.34,18,0,2.49,ZA,1724868594
419,luwuk,-0.9516,122.7875,20.81,87,81,2.17,ID,1724868595
420,namdrik,5.5994,168.1028,28.58,71,100,4.66,MH,1724868597
421,gulf shores,30.246,-87.7008,32.97,72,75,3.6,US,1724868598
422,isangel,-19.55,169.2667,21.44,73,24,4.74,VU,1724868468
423,camana,-16.6228,-72.7111,16.7,81,53,4.26,PE,1724868600
424,tosontsengel,48.7567,98.2839,9.59,50,5,1.17,MN,1724868601
425,solnechnyy,50.7214,136.6319,15.94,97,99,2.17,RU,1724868603
426,nieuw amsterdam,5.8833,-55.0833,26.22,82,61,4.49,SR,1724868604
427,domna,51.8971,113.1573,12.09,71,89,1.0,RU,1724868605
428,burang,30.25,81.1667,10.5,76,99,2.22,CN,1724868606
429,san rafael del yuma,18.4299,-68.6739,34.11,54,17,5.98,DO,1724868607
430,i-n-salah,27.1935,2.4607,40.72,12,14,3.17,DZ,1724868609
431,kapuskasing,49.4169,-82.4331,15.22,39,100,2.33,CA,1724868610
432,balakhta,55.38,91.6,9.93,94,74,1.41,RU,1724868611
433,pangkalpinang,-2.1333,106.1333,25.97,85,100,1.93,ID,1724868612
434,ola,59.5833,151.2833,6.75,64,25,4.52,RU,1724868593
435,noosa heads,-26.3833,153.15,18.02,88,5,5.32,AU,1724868616
436,greenville,35.6127,-77.3663,34.51,52,0,3.09,US,1724868594
437,tidjikja,18.5564,-11.4271,41.55,12,89,7.07,MR,1724868618
438,praia da vitoria,38.7333,-27.0667,25.98,75,63,2.46,PT,1724868619
439,mangrol,21.1167,70.1167,27.85,80,100,11.03,IN,1724868620
440,alofi,-19.0595,-169.9187,17.94,94,20,2.06,NU,1724868621
441,villa gesell,-37.2639,-56.973,11.79,72,41,6.08,AR,1724868623
442,kilindoni,-7.9139,39.6668,25.28,79,11,5.25,TZ,1724868624
443,vila franca do campo,37.7167,-25.4333,26.23,57,51,2.25,PT,1724868625
444,belmonte,-15.8631,-38.8828,24.28,71,68,7.21,BR,1724868626
445,chiang klang,19.2938,100.8617,22.63,99,63,0.55,TH,1724868627
446,dryden,49.7833,-92.7503,21.71,39,2,3.38,CA,1724868629
447,letlhakeng,-24.0944,25.0298,16.99,14,0,4.92,BW,1724868630
448,cloverdale,38.8055,-123.0172,34.73,33,0,2.72,US,1724868631
449,puerto pilon,9.3644,-79.7933,31.38,66,28,3.52,PA,1724868632
450,kasongo-lunda,-6.4667,16.8167,28.94,27,14,0.87,CD,1724868633
451,tofol,5.3248,163.0078,28.89,73,96,5.29,FM,1724868635
452,calama,-22.4667,-68.9333,22.27,10,0,9.26,CL,1724868636
453,metlili chaamba,32.2667,3.6333,34.35,19,2,4.89,DZ,1724868637
454,mangai,-4.05,19.5333,28.58,40,64,1.3,CD,1724868638
455,campina verde,-19.5356,-49.4864,35.46,13,0,1.04,BR,1724868639
456,coahuayana de hidalgo,18.7,-103.6583,30.98,70,52,1.51,MX,1724868641
457,longgang,37.6508,120.3286,23.32,80,47,1.36,CN,1724868642
458,palu,-0.8917,119.8707,24.28,98,92,1.39,ID,1724868643
459,codrington,-38.2667,141.9667,8.35,85,93,5.22,AU,1724868644
460,mil'kovo,55.6078,37.7956,23.52,61,49,3.73,RU,1724868645
461,thornton,39.868,-104.9719,31.79,23,20,5.14,US,1724868647
462,orsa,54.5153,30.4053,20.94,70,50,4.79,BY,1724868648
463,cody,44.5263,-109.0565,14.12,47,0,7.72,US,1724868649
464,madalena,41.2162,-8.3345,23.75,79,75,2.96,PT,1724868650
465,ulsteinvik,62.3432,5.8487,17.26,79,97,1.79,NO,1724868651
466,oranjemund,-28.55,16.4333,11.79,70,1,10.33,NA,1724868653
467,mount pearl,47.5166,-52.7813,23.58,68,33,5.81,CA,1724868654
468,ta`u,-14.2336,-169.5144,25.7,82,29,4.8,AS,1724868655
469,kilju,40.9642,129.3278,17.72,90,3,0.92,KP,1724868553
470,razole,16.4833,81.8333,25.4,91,100,0.95,IN,1724868552
471,torres,-29.3353,-49.7269,16.65,66,20,4.77,BR,1724868658
472,monopoli,40.9559,17.2896,27.09,71,11,3.09,IT,1724868660
473,kourou,5.1552,-52.6478,28.97,70,47,2.9,GF,1724868661
474,dawei,14.0833,98.2,24.82,94,100,2.46,MM,1724868662
475,chuchar-kana mandi,31.75,73.8,26.1,71,96,2.53,PK,1724868663
476,usogorsk,63.4106,48.6872,12.91,58,71,3.41,RU,1724868664
477,muleshoe,34.2265,-102.7238,30.88,30,0,2.6,US,1724868666
478,sao felix do xingu,-6.6447,-51.995,40.12,15,15,1.94,BR,1724868667
479,port augusta,-32.5,137.7667,7.87,83,0,1.3,AU,1724868668
480,koungou,-12.7336,45.2042,24.84,73,0,1.54,YT,1724868669
481,darien,41.752,-87.974,29.13,72,75,5.14,US,1724867937
482,thanh hoa,19.8,105.7667,26.44,90,55,1.4,VN,1724868672
483,peniche,39.3558,-9.3811,19.69,94,95,4.89,PT,1724868673
484,tasqala,51.1167,50.3167,22.38,33,6,0.87,KZ,1724868674
485,puerto deseado,-47.7503,-65.8938,10.54,34,68,11.8,AR,1724868675
486,harper,4.375,-7.7169,24.0,90,100,5.18,LR,1724868554
487,vidalia,32.2177,-82.4135,32.97,52,0,0.0,US,1724868516
488,tianpeng,30.9866,103.9393,26.11,83,97,1.56,CN,1724868679
489,valparaiso,-33.0393,-71.6273,15.0,80,100,2.06,CL,1724868586
490,nuuk,64.1835,-51.7216,7.34,93,100,10.29,GL,1724868417
491,arraial do cabo,-22.9661,-42.0278,22.92,56,0,6.69,BR,1724868503
492,smithers,54.7804,-127.1743,16.41,50,21,0.48,CA,1724868528
493,cannonvale,-20.2833,148.7,20.66,92,13,2.78,AU,1724868686
494,zhangatas,43.5667,69.75,18.72,49,18,2.17,KZ,1724868687
495,daru,-9.0763,143.2092,25.29,74,45,5.98,PG,1724868613
496,akureyri,65.6835,-18.0878,6.96,93,100,5.14,IS,1724868690
497,lerwick,60.1545,-1.1494,13.78,89,42,9.14,GB,1724868691
498,hadibu,12.65,54.0333,26.79,78,84,7.59,YE,1724868692
499,petukhovo,55.0692,67.9019,15.87,85,61,3.71,RU,1724868693
500,namibe,-15.1961,12.1522,18.49,83,70,3.12,AO,1724868694
501,tobruk,32.0836,23.9764,27.69,68,0,4.13,LY,1724868696
502,kerikeri,-35.2268,173.9474,12.73,94,100,2.73,NZ,1724868697
503,mitchell,43.7094,-98.0298,28.99,65,0,6.69,US,1724868698
504,sindi,20.8,78.8667,25.53,81,97,2.01,IN,1724868699
505,bandar lampung,-5.4254,105.258,22.9,92,97,1.81,ID,1724868701
506,saint-pierre,-21.3393,55.4781,18.82,77,0,2.06,RE,1724868702
507,fada,7.25,4.0667,24.11,91,98,2.07,NG,1724868703
508,tortoli,39.9256,9.6572,26.1,60,50,1.85,IT,1724868705
509,boende,-0.2167,20.8667,22.97,93,96,1.97,CD,1724868707
510,bharatpur,27.2167,77.4833,28.44,73,96,2.81,IN,1724868708
511,grand-lahou,5.1367,-5.0242,23.65,92,98,3.87,CI,1724868709
512,lagos,6.5833,3.75,24.74,88,68,2.52,NG,1724868526
513,gadani,25.1185,66.7299,26.92,90,100,5.18,PK,1724868711
514,chodov,50.2402,12.7455,24.18,64,0,2.06,CZ,1724868713
515,ust'-ilimsk,58.0006,102.6619,8.26,98,84,1.1,RU,1724868714
516,rio grande,-32.035,-52.0986,14.32,70,0,4.7,BR,1724868715
517,pathein,16.7833,94.7333,25.14,94,99,2.24,MM,1724868716
518,verkhnedneprovskiy,54.9813,33.3457,18.83,83,9,3.49,RU,1724868727
519,christchurch,-43.5333,172.6333,16.29,52,82,6.17,NZ,1724868256
520,el granada,37.5027,-122.4694,26.12,67,0,3.6,US,1724868730
521,lundazi,-12.2929,33.1782,23.36,48,70,3.42,ZM,1724868732
522,plaza huincul,-38.926,-69.2086,14.52,10,2,3.13,AR,1724868733
523,awjilah,29.1081,21.2869,36.15,21,2,3.26,LY,1724868735
524,chu,43.5983,73.7614,18.88,62,100,3.39,KZ,1724868736
525,timimoun,29.2639,0.231,41.78,13,22,6.67,DZ,1724868738
526,aquin,18.2833,-73.4,28.81,76,43,2.29,HT,1724868739
527,ca mau,9.1769,105.15,25.7,90,90,3.6,VN,1724868740
528,aykol,38.1751,77.2132,24.94,41,99,3.11,CN,1724868741
529,huilong,31.8111,121.655,26.93,86,0,5.08,CN,1724868742
530,fitzgerald,31.7149,-83.2526,34.2,58,0,2.57,US,1724868744
531,zeya,53.75,127.2667,9.34,94,18,1.38,RU,1724868745
532,tangalle,6.024,80.7911,25.84,86,100,4.3,LK,1724868746
533,rossosh',51.1209,38.5116,22.95,29,100,2.9,RU,1724868747
534,beledweyne,4.7358,45.2036,29.47,55,56,9.15,SO,1724868748
535,mana,5.6592,-53.7767,29.52,65,54,0.69,GF,1724868749
536,saint-leu,-21.15,55.2833,18.48,87,59,1.92,RE,1724868751
537,boguchany,58.3814,97.4531,12.36,95,96,0.59,RU,1724868752
538,bandon,51.7469,-8.7425,16.77,73,7,5.84,IE,1724868753
539,nyurba,63.2842,118.3319,9.3,59,100,1.78,RU,1724868754
540,mpwapwa,-6.35,36.4833,20.9,74,43,2.66,TZ,1724868755
541,mont-dore,-22.2833,166.5833,16.77,87,7,2.95,NC,1724868757
542,page,36.9147,-111.4558,30.88,17,0,2.06,US,1724868758
543,coxen hole,16.3244,-86.5366,31.6,70,20,5.14,HN,1724868759
544,al ghayzah,16.2079,52.176,25.47,88,79,4.69,YE,1724868760
545,thurso,58.5927,-3.5259,15.14,91,68,8.57,GB,1724868761
546,tucuma,-0.1833,-50.05,29.62,68,36,4.77,BR,1724868695
547,akdepe,42.0551,59.3788,20.09,44,0,5.79,TM,1724868764
548,banda aceh,5.5577,95.3222,26.51,73,100,6.35,ID,1724868765
549,imperatriz,-5.5264,-47.4917,39.16,14,66,4.03,BR,1724868766
550,north bend,43.4065,-124.2243,21.8,44,1,5.56,US,1724868767
551,vitry-le-francois,48.7333,4.5833,29.23,57,4,2.24,FR,1724868768
552,aqsay,51.1678,52.995,22.05,36,2,1.8,KZ,1724868770
553,san julian,21.0167,-102.1667,22.3,55,71,2.08,MX,1724868677
554,caister-on-sea,52.6481,1.7265,21.63,69,75,3.76,GB,1724868772
555,nanzhang chengguanzhen,31.7839,111.8275,23.71,78,92,1.93,CN,1724868773
556,adre,13.4667,22.2,23.7,84,100,2.99,TD,1724868774
557,vorkuta,67.5,64.0,11.35,78,98,4.25,RU,1724868776
558,hami,42.8,93.45,31.1,23,21,4.4,CN,1724868777
559,las palmas,28.4204,-14.0131,24.44,57,20,8.75,ES,1724868779
560,palikir - national government center,6.9248,158.1611,27.77,76,100,4.5,FM,1724868780
561,pizarro,4.9533,-77.366,28.97,74,27,3.55,CO,1724868782
562,pushkinskiye gory,57.0209,28.9103,15.08,78,62,0.9,RU,1724868783
563,quepos,9.4236,-84.1652,29.29,74,11,3.01,CR,1724868784
564,sao joao da barra,-21.6403,-41.0511,25.05,64,46,5.15,BR,1724868785
565,nouadhibou,20.931,-17.0347,27.99,57,58,8.23,MR,1724868787
566,buala,-8.145,159.5921,25.89,86,53,3.32,SB,1724868788
567,pak phanang,8.3511,100.202,25.3,85,100,2.22,TH,1724868789
568,mermoz boabab,14.7065,-17.4758,29.88,79,40,6.17,SN,1724868790
569,santa cruz,-17.8,-63.1667,30.7,24,8,2.57,BO,1724868535
570,ghadamis,30.1337,9.5007,34.54,15,0,5.99,LY,1724868793
571,chernyshevskiy,63.0128,112.4714,7.5,84,100,0.97,RU,1724868734
572,mahajanga,-15.7167,46.3167,26.01,44,0,5.66,MG,1724868795
573,tutoia,-2.7619,-42.2744,27.91,68,55,7.0,BR,1724868796
574,yemva,62.59,50.8594,14.11,59,63,3.01,RU,1724868797
575,fuglafjordur,62.244,-6.814,11.14,84,99,4.96,FO,1724868798
576,xapuri,-10.6517,-68.5044,39.63,18,1,0.09,BR,1724868800
577,wawa,9.9022,4.4192,25.37,85,64,1.39,NG,1724868801
578,island harbour,50.724,-1.2758,23.04,69,99,1.34,GB,1724868802
579,punta del este,-34.9667,-54.95,17.06,90,0,6.17,UY,1724868803
580,kenai,60.5544,-151.2583,10.08,100,100,0.0,US,1724868804
581,sur,22.5667,59.5289,32.73,51,43,3.15,OM,1724868806
582,port macquarie,-31.4333,152.9167,17.05,58,44,4.29,AU,1724868807
583,flin flon,54.7682,-101.865,20.91,60,75,3.09,CA,1724868808
584,aswan,24.0934,32.907,39.63,17,58,3.89,EG,1724868809
585,douglas,41.3,-96.167,31.82,62,0,4.63,US,1724868810
586,berdigestyakh,62.0989,126.6992,6.46,86,100,1.51,RU,1724868812
587,olomouc,49.5955,17.2518,27.45,68,13,3.68,CZ,1724868813
